"seint3660";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:CF:31:0D:4F:DE";"18";"169.254.3.70";"255.255.0.0";"";"";"False";;;
"seint3660";"Heartbeat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:33:EF";"3";"10.40.3.98";"255.255.255.0";"";"";"False";;;
"seint3661";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:46:40";"9";"164.4.67.66";"255.255.254.0,255.255.254.0";"164.4.66.1";"164.4.30.9,164.4.51.15";"False";;;
"seint3661";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:4B:FE:7D:6A:D1";"4";"169.254.4.128";"255.255.0.0";"";"";"False";;;
"seint3661";"Heartbeat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B7:CA";"7";"10.40.3.99";"255.255.255.0";"";"";"False";;;
"seint3661";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:35:77";"8";"10.183.23.136";"255.255.255.0";"";"";"False";;;
"seint3666";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:7E:BF";"3";"138.103.89.35";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3667";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D3:13";"7";"138.103.89.63";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3668";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:5F:F1";"3";"138.103.89.179";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.177";"False";;;
"seint3669";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:20:C0";"3";"138.103.89.96";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3670";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,zpa.sandvik.com,sesv.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5D:21";"7";"138.103.144.215";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"seint3672";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:FB:44";"15";"164.4.41.220";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3672";"Ethernet1 2";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:79:FB";"9";"10.240.160.21";"255.255.254.0";"10.240.160.1";"8.34.34.34,8.35.35.35";"False";;;
"seint3673";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:F1:BB";"15";"164.4.41.221";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3673";"Ethernet1 2";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:E7:1B";"9";"10.240.160.10";"255.255.254.0";"10.240.160.1";"8.34.34.34,8.35.35.35";"False";;;
"seint3674";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:F2:D3";"8";"138.103.89.97";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3681";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:33:17";"7";"138.103.186.21";"255.255.255.0,255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3681";"Heartbit";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:6F:59";"17";"10.40.3.112";"255.255.255.0";"";"";"False";;;
"seint3681";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:E5:2B:69:7A:E8";"8";"169.254.2.97";"255.255.0.0";"";"";"False";;;
"seint3682";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:98:21";"7";"138.103.186.22";"255.255.255.0,255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3682";"Heartbit";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:0B:E8";"8";"10.40.3.113";"255.255.255.0";"";"";"False";;;
"seint3682";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:F8:36:2D:6C:BF";"10";"169.254.1.63";"255.255.0.0";"";"";"False";;;
"seint3684";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:28:C8";"7";"138.103.186.23";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3685";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:CB:B8";"7";"138.103.186.24";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3686";"Prod";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3C:2F";"5";"138.103.186.16";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3688";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com";"00:50:56:AB:25:28";"7";"164.4.41.132";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3689";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com";"00:50:56:AB:E3:B7";"7";"164.4.41.219";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3690";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com";"00:50:56:AB:58:F4";"7";"138.103.186.37";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3691";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2F:17";"7";"138.103.186.40";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"MachineName";"InterfaceName";"Description";"DNSDomainSuffixSearchOrder";"MACAddress";"InterfaceIndex";"IPAddress";"IPSubnet";"DefaultIPGateway";"DNSServerSearchOrder";"DHCPEnabled";"DHCPLeaseExpires";"DHCPLeaseObtained";"DHCPServer"
"seint3691";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2F:17";"7";"138.103.186.40";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint454";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:87:3A:C3";"3";"138.103.89.115";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint454";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:87:28:99";"2";"10.183.22.78";"255.255.255.0";"";"";"False";;;
"seint5004";"HeartBeat";"Broadcom NX-E PCIe 10Gb 2-Port Base-T Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"04:32:01:D8:13:21";"17";"10.43.3.100";"255.255.255.0";"";"";"False";;;
"seint5004";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:D6:60:5D:AD:70";"11";"169.254.2.238";"255.255.0.0";"";"";"False";;;
"seint5004";"Production";"Microsoft Network Adapter Multiplexor Driver";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"04:32:01:D7:57:C0";"14";"138.103.186.181";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint5005";"HeartBeat";"Broadcom NX-E PCIe 10Gb 2-Port Base-T Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"04:32:01:D7:FE:51";"13";"10.43.3.101";"255.255.255.0";"";"";"False";;;
"seint5005";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:DA:B2:39:F6:86";"20";"169.254.1.98";"255.255.0.0";"";"";"False";;;
"seint5005";"Production";"Microsoft Network Adapter Multiplexor Driver";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"04:32:01:D7:FE:50";"5";"138.103.186.178";"255.255.255.0,255.255.255.0,255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint641";"Production Network";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,zpa.sandvik.com,sesv.sandvik.com";"00:50:56:AB:9A:69";"4";"138.103.144.80";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"seint641";"Ethernet1 2";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,zpa.sandvik.com,sesv.sandvik.com";"00:50:56:AB:79:E5";"7";"138.103.147.45";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"True";;;"164.4.30.9"
"seint651";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:87:78:29";"3";"10.183.24.75";"255.255.255.0";"";"";"False";;;
"seint651";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:87:3B:86";"5";"138.103.90.162";"255.255.255.0";"138.103.90.1";"164.4.30.117,116.4.30.177";"False";;;
"seint654";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:2F:3C";"3";"10.183.24.78";"255.255.255.0";"";"";"False";;;
"seint654";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:69:2D";"5";"138.103.90.165";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint660";"BACKUP";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:16:D9";"2";"10.183.24.83";"255.255.255.0";"";"";"False";;;
"seint660";"PRODUCTION";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:7A:8B";"4";"138.103.90.170";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint665";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:59:B7";"2";"10.183.24.88";"255.255.255.0";"";"";"False";;;
"seint665";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:7D:8A";"3";"138.103.90.175";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint666";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:1F:7C";"3";"10.183.24.89";"255.255.255.0";"";"";"False";;;
"seint666";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:22:62";"5";"138.103.90.176";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint675";"Production";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com";"08:94:EF:01:AA:C8";"7";"164.4.51.231";"255.255.248.0";"164.4.51.90";"164.4.51.15,164.4.30.9";"False";;;
"seint675";"Ethernet 2";"IBM USB Remote NDIS Network Device #3";"win.dom.sandvik.com";"0A:94:EF:01:AA:CF";"11";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"seint676";"Production";"Intel(R) I350 Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"98:BE:94:28:AB:3A";"12";"164.4.51.235";"255.255.248.0";"164.4.51.90";"138.103.249.14,164.4.30.9";"False";;;
"seint676";"IMM";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"9A:BE:94:28:AB:39";"15";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"seint709";"Backup NIC";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:30:65";"7";"10.12.16.80";"255.255.255.0";"";"";"False";;;
"seint709";"Production NIC";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:74:80";"16";"164.4.41.225";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint711";"Production NIC";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:92:53";"8";"164.4.41.162";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint711";"Backup NIC";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:A1:C7";"5";"10.12.16.82";"255.255.255.0";"";"";"False";;;
"seint712";"Production NIC";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:9B:39";"8";"164.4.41.163";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint712";"Backup NIC";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:C2:19";"4";"10.12.16.83";"255.255.255.0";"";"";"False";;;
"seint716";"Backup NIC";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:C4:44";"5";"10.12.16.85";"255.255.255.0";"";"";"False";;;
"seint716";"Production NIC";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:51:A0";"16";"164.4.41.165";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint71";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:87:3E:18";"6";"164.4.87.179";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint71";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:87:28:70";"4";"10.183.21.238";"255.255.255.0";"";"";"False";;;
"seint72";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:87:79:57";"5";"164.4.87.180";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint72";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:87:75:23";"3";"10.183.21.239";"255.255.255.0";"";"";"False";;;
"seint814";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:4D:C4";"12";"138.103.86.230";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint814";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:6D:9B";"13";"10.183.24.192";"255.255.255.0";"";"";"False";;;
"seint846";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:19:CA";"6";"10.183.24.212";"255.255.255.0";"";"";"False";;;
"seint846";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:5D:6C";"8";"164.4.86.32";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint877";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:96:5D:39";"6";"164.4.41.216";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint878";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:96:2F:2A";"7";"164.4.41.217";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint884";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:66:BA";"4";"10.183.25.22";"255.255.255.0";"";"";"False";;;
"seint884";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:6E:2E";"8";"164.4.185.215";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint885";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:1D:BF";"8";"164.4.185.216";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint885";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:34:DB";"3";"10.183.25.23";"255.255.255.0";"";"";"False";;;
"seint9065";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:E5:D8";"5";"138.103.187.85";"255.255.255.0";"138.103.187.1";"164.4.30.117,164.4.30.177";"False";;;
"seint9066";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:4D:0D";"3";"138.103.187.86";"255.255.255.0";"138.103.187.1";"164.4.30.117,164.4.30.177";"False";;;
"seint9067";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:0C:49";"4";"138.103.187.87";"255.255.255.0";"138.103.187.1";"164.4.30.117,164.4.30.177";"False";;;
"seint9068";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:47:0B";"11";"138.103.187.88";"255.255.255.0";"138.103.187.1";"164.4.30.9,164.4.30.177";"False";;;
"seint9069";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:D2:DF";"11";"138.103.186.201";"255.255.255.0";"138.103.186.1";"164.4.30.9,164.4.30.177";"False";;;
"seint9080";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:F1:30";"12";"138.103.187.91";"255.255.255.0";"138.103.187.1";"164.4.30.117,164.4.30.177";"False";;;
"seint9089";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:22:2F";"3";"138.103.187.97";"255.255.255.0";"138.103.187.1";"164.4.30.117,164.4.30.177";"False";;;
"seint921";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:1C:66";"3";"10.183.25.57";"255.255.255.0";"";"";"False";;;
"seint921";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:0A:FD";"5";"138.103.186.47";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint923";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:75:5C";"4";"10.183.25.59";"255.255.255.0";"";"";"False";;;
"seint923";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:3E:1B";"7";"138.103.186.49";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint965";"Ethernet1";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,zpa.sandvik.com,sesv.sandvik.com";"00:50:56:AB:F5:F4";"11";"138.103.145.238";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"True";;;"164.4.30.9"
"seint965";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,zpa.sandvik.com,sesv.sandvik.com";"00:50:56:96:68:5E";"15";"138.103.144.68";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"seint967";"Ethernet1";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:96:0F:48";"5";"169.254.227.80";"255.255.0.0";"138.103.144.1";"164.4.30.177,164.4.30.117";"False";;;
"seint967";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:96:53:F1";"16";"138.103.144.72";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"seint968";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:96:1C:A6";"6";"138.103.144.75";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"tzint1";"Ethernet";"IBM USB Remote NDIS Network Device #2";"win.dom.sandvik.com";"9A:BE:94:2A:6F:B1";"2";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"tzint1";"Production";"Intel(R) I350 Gigabit Network Connection";"win.dom.sandvik.com";"98:BE:94:2A:6F:B2";"9";"10.38.14.21";"255.255.255.0";"10.38.14.1";"164.4.30.117,164.4.162.8";"False";;;
"usdnt1005";"Production-Port 2";"HPE Ethernet 1Gb 2-port 361i Adapter";"win.dom.sandvik.com,us.sandvik.com,dom.sandvik.com,sandvik.com";"5C:BA:2C:59:AA:79";"4";"138.103.82.222";"255.255.255.192";"138.103.82.193";"164.4.163.2,164.4.30.9";"False";;;
"usint105";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:77:30:80";"14";"164.4.171.227";"255.255.255.0";"164.4.171.90";"164.4.162.8,164.4.30.9,164.4.163.2";"False";;;
"usint105";"Ethernet";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"3A:68:DD:77:30:87";"5";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"usint108";"Slot4 Port 4";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"E4:3D:1A:FC:D2:C7";"7";"138.103.92.61";"255.255.252.0";"138.103.92.1";"138.103.92.18,164.4.163.2,164.4.162.8";"False";;;
"usint109";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:77:4A:48";"14";"164.4.237.169";"255.255.255.128";"164.4.237.129";"164.4.162.8,164.4.30.9,164.4.100.116";"False";;;
"usint111";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:77:49:78";"18";"138.103.60.21";"255.255.254.0";"138.103.61.5";"164.4.162.8,164.4.100.116";"False";;;
"usint145";"Ethernet";"Microsoft Hyper-V Network Adapter";"win.dom.sandvik.com,reddog.microsoft.com";"00:0D:3A:14:AE:10";"17";"10.22.15.100";"255.255.255.248";"10.22.15.97";"164.4.163.2,164.4.162.8";"True";;;"168.63.129.16"
"usint184";"IMM";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com";"0A:94:EF:34:5F:19";"14";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"usint184";"Port1";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com";"08:94:EF:34:5F:12";"16";"164.4.171.172";"255.255.255.0";"164.4.171.90";"164.4.30.177,164.4.163.2";"False";;;
"usint199";"Prod";"Intel(R) Ethernet Converged Network Adapter X550-T2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"A0:36:9F:FA:15:3C";"3";"138.103.92.140";"255.255.252.0";"138.103.92.1";"164.4.162.8,164.4.30.9";"False";;;
"usint199";"Backup";"Intel(R) Ethernet Converged Network Adapter X550-T2 #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"A0:36:9F:FA:15:3D";"9";"10.14.81.170";"255.255.255.0";"";"";"False";;;
"usint199";"Ethernet";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"3A:68:DD:11:82:A7";"8";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"usint1";"Ethernet 2";"IBM USB Remote NDIS Network Device #3";"win.dom.sandvik.com,us.sandvik.com";"8E:16:45:B3:E9:48";"6";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"usint1";"Production";"Broadcom NetXtreme Gigabit Ethernet";"win.dom.sandvik.com,us.sandvik.com";"8C:16:45:B3:E9:41";"13";"138.103.61.81";"255.255.254.0";"138.103.61.5";"164.4.162.8,164.4.30.9";"False";;;
"usint1";"em2";"Broadcom NetXtreme Gigabit Ethernet #2";"win.dom.sandvik.com,us.sandvik.com";"8C:16:45:B3:E9:42";"8";"138.103.61.254";"255.255.254.0";"138.103.61.5";"164.4.162.8,164.4.100.116";"True";;;"164.4.162.8"
"usint214";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:75:D7:18";"3";"164.4.176.145";"255.255.254.0";"164.4.176.1";"164.4.162.8,164.4.30.9,164.4.100.116";"False";;;
"vas01";"Ethernet";"Microsoft Hyper-V Network Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:15:5D:90:CE:00";"12";"10.36.251.21";"255.255.255.0";"10.36.251.1";"164.4.162.8,164.4.30.9";"False";;;
"wtsap03";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:A0:30:22";"7";"138.103.52.22";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152";"False";;;
"wtsap08";"Ethernet0 3";"vmxnet3 Ethernet Adapter #3";"walter.sandvik.com,sandvik.com,de.sandvik.com,win.dom.sandvik.com";"00:50:56:AB:B1:1A";"9";"164.4.87.96";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"zadlns4";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:0A:84";"5";"138.103.148.217";"255.255.254.0";"138.103.148.1";"138.103.148.15,164.4.30.9";"False";;;
